CODE SECTION,CODE TYPE,StatuteLiteral,OFFENSE LEVEL,EnactDate,RepealAmendDate,_section,_subparts,_subdivision,_paragraph,_subparagraph,_clause
171,PC,COMMUN W/REFORM INMATE,M,18720101,99999999,171,,,,,
171.5(B),PC,POSS WPN/ETC IN AIRPORT,M,20201116,99999999,171.5,(B),(B),,,
171.5(C)(1),PC,POS IN AIRPORT:FIREARM,M,20030101,20201113,171.5,(C)(1),(C),(1),,
171.5(C)(10),PC,POS IN AIRPORT:STUN GUN,M,20030101,99999999,171.5,(C)(10),(C),(10),,
171.5(C)(11),PC,POS AIRPORT:PROJECTLE WPN,M,20030101,99999999,171.5,(C)(11),(C),(11),,
171.5(C)(12),PC,POS IN AIRPORT:AMMUNITION,M,20030101,99999999,171.5,(C)(12),(C),(12),,
171.5(C)(2),PC,POSSESS IN AIRPORT:KNIFE,M,20030101,99999999,171.5,(C)(2),(C),(2),,
171.5(C)(3),PC,POS IN AIRPORT:BOX CUTTER,M,20030101,99999999,171.5,(C)(3),(C),(3),,
171.5(C)(4),PC,POS IN AIRPRT:HND GRENADE,M,20030101,99999999,171.5,(C)(4),(C),(4),,
171.5(C)(5),PC,POS AIRPRT:RPLCA GRENADE,M,20030101,99999999,171.5,(C)(5),(C),(5),,
171.5(C)(6),PC,POS AIRPRT:PLSTIC GRENADE,M,20030101,99999999,171.5,(C)(6),(C),(6),,
171.5(C)(7),PC,POS AIRPRT:REPLICA F/ARM,M,20030101,99999999,171.5,(C)(7),(C),(7),,
171.5(C)(8),PC,POS AIRPRT:FRAME OF F/ARM,M,20030101,99999999,171.5,(C)(8),(C),(8),,
171.5(C)(9),PC,POS AIRPRT:TEAR GAS WPN,M,20030101,99999999,171.5,(C)(9),(C),(9),,
171.7(B),PC,POSS WPN STERIL TRNST FAC,M,20110101,99999999,171.7,(B),(B),,,
171B(A)(1),PC,POS/ETC F/ARM:PUB BLD/ETC,F,19940101,99999999,171B,(A)(1),(A),(1),,
171B(A)(1),PC,POSS/ETC F/ARM: PUB BLDG,M,19830101,99999999,171B,(A)(1),(A),(1),,
171B(A)(2),PC,POS/ETC D/WPN:PUB BLD/ETC,F,19940101,99999999,171B,(A)(2),(A),(2),,
171B(A)(2),PC,POSS DEADLY WPN:PUB BLDG,M,20120101,99999999,171B,(A)(2),(A),(2),,
171B(A)(3),PC,POS/ETC KNIFE:PUB BLD/ETC,F,19940101,99999999,171B,(A)(3),(A),(3),,
171B(A)(3),PC,POSS/ETC KNIFE: PUB BLDG,M,19830101,99999999,171B,(A)(3),(A),(3),,
171B(A)(4),PC,POSS/ETC TEARGAS:PUB BLDG,F,19960101,99999999,171B,(A)(4),(A),(4),,
171B(A)(4),PC,POSS/ETC TEARGAS:PUB BLDG,M,19960101,99999999,171B,(A)(4),(A),(4),,
171B(A)(5),PC,POS/ETC TASER/STUNGUN:BLD,F,19960101,99999999,171B,(A)(5),(A),(5),,
171B(A)(5),PC,POS/ETC TAZER/STUNGUN:BLD,M,19960101,99999999,171B,(A)(5),(A),(5),,
171B(A)(6),PC,POSS/ETC BB/PELLET:PUBBLD,F,19960101,99999999,171B,(A)(6),(A),(6),,
171B(A)(6),PC,POSS/ETC BB/PELLET:PUBBLD,M,19960101,99999999,171B,(A)(6),(A),(6),,
171C,PC,LOAD F/ARM:STATE CAP/ETC,F,19670728,99999999,171C,,,,,
171C(A)(1),PC,LOADED FIREARM ST CAPITOL,F,20110101,99999999,171C,(A)(1),(A),(1),,
171C(A)(1),PC,LOADED FIREARM ST CAPITOL,M,20110101,99999999,171C,(A)(1),(A),(1),,
171C(A)(2),PC,POSS WEAPON ST CAPITOL,M,20110101,99999999,171C,(A)(2),(A),(2),,
171D(A),PC,LOADED GUN:ST OFCR RESDNC,F,19670728,99999999,171D,(A),(A),,,
171D(A),PC,LOADED GUN:ST OFCR RESDNC,M,19670728,99999999,171D,(A),(A),,,
171D(B),PC,LOADED GUN:ST OFCR RES GR,F,19670728,99999999,171D,(B),(B),,,
171D(B),PC,LOADED GUN:ST OFCR RES GR,M,19670728,99999999,171D,(B),(B),,,
171D.2,PC,LOADED GUN ST OFF RES GRD,F,19670728,20061230,171D.2,,,,,
171F.1,PC,REMAIN IN LEGIS CHAMBER,M,19691110,99999999,171F.1,,,,,
171F.2,PC,DISRUPT STATE CAPITOL BUS,M,19691110,99999999,171F.2,,,,,
172(A),PC,SELL LIQUOR NEAR PRISON,M,18720101,99999999,172,(A),(A),,,
172A,PC,SELL LIQ NEAR UNIVERSITY,M,19090101,99999999,172A,,,,,
172B(1),PC,SELL LIQUOR NEAR UCLA,M,20201112,99999999,172B,(1),(1),,,
172B.1,PC,SELL LIQUOR NEAR UCLA,M,19510922,20201111,172B.1,,,,,
172D(1),PC,SELL LIQUOR NEAR RIVERSID,M,20201113,99999999,172D,(1),(1),,,
172D.1,PC,SELL LIQ NEAR UC RIVERSDE,M,19530909,20201112,172D.1,,,,,
172G(A),PC,SELL LIQ NR CRTN COLL/ETC,M,20201113,99999999,172G,(A),(A),,,
172G.1,PC,SELL LIQ NR CRTN COLL/UNV,M,19630920,20201112,172G.1,,,,,
172L,PC,SELL LIQ NR CLAREMNT COLL,M,19691110,99999999,172L,,,,,
173,PC,IMPORT FOREIGN CONVICTS,M,18720101,99999999,173,,,,,
181,PC,INFRINGE PERSONAL LIBERTY,F,19010101,99999999,181,,,,,
182(A)(1),PC,CONSPIRACY:COMMIT CRIME,F,19900101,99999999,182,(A)(1),(A),(1),,
182(A)(1),PC,CONSPIRACY:COMMIT CRIME,M,19900101,99999999,182,(A)(1),(A),(1),,
182(A)(2),PC,CONSP:FALSE/ETC INDICTMNT,F,19900101,99999999,182,(A)(2),(A),(2),,
182(A)(2),PC,CONSP: FALSE INDICTMENT,M,19900101,99999999,182,(A)(2),(A),(2),,
182(A)(3),PC,CNSP:FLS MNTN/ETC SUIT/ET,F,19900101,20201124,182,(A)(3),(A),(3),,
182(A)(3),PC,CONSP: FLS MAINTAIN SUIT,M,19900101,99999999,182,(A)(3),(A),(3),,
182(A)(3),PC,CONSP FLS MOVE SUIT/ETC,F,20201125,99999999,182,(A)(3),(A),(3),,
182(A)(4),PC,CONSPIRACY/DEFRAUD/PROP,M,18000101,20201102,182,(A)(4),(A),(4),,
182(A)(4),PC,CONSP: DEFRAUD OF PROP,M,20201103,99999999,182,(A)(4),(A),(4),,
182(A)(4),PC,CONSPIRE:DEFRAUD/ETC PRSN,F,19900101,20201104,182,(A)(4),(A),(4),,
182(A)(4),PC,CONSP: DEFRAUD OF PROP,F,20201105,99999999,182,(A)(4),(A),(4),,
182(A)(5),PC,CONSPRCY:OBST JUSTICE/ETC,F,19900101,20201104,182,(A)(5),(A),(5),,
182(A)(5),PC,CONSP: INJUROIUS TO PUB,M,19900101,99999999,182,(A)(5),(A),(5),,
182(A)(5),PC,CONSP: INJURIOUS TO PUBUS,F,20201105,99999999,182,(A)(5),(A),(5),,
182(A)(6),PC,CONSP:AGAINST EXEC OFICER,F,19900101,99999999,182,(A)(6),(A),(6),,
182.5,PC,CONSPIRE COMMIT FEL:GANG,F,20000307,99999999,182.5,,,,,
182.5,PC,CONSP COMMIT FEL GANG ACT,M,20000307,99999999,182.5,,,,,
185,PC,WEAR MASK UNLAWFL PURPOSE,M,18720101,99999999,185,,,,,
186.10(A),PC,MONEY LAUNDERING,F,19870101,99999999,186.10,(A),(A),,,
186.10(A),PC,MONEY LAUNDERING,M,19870101,99999999,186.10,(A),(A),,,
186.22(A),PC,PARTICIPATE:CRIM ST GANG,F,19930101,99999999,186.22,(A),(A),,,
186.22(A),PC,PARTICIPATE:CRIME ST GANG,M,19930101,99999999,186.22,(A),(A),,,
186.22(B)(1),PC,PROMOTE/ETC CRIM ST GANG,F,19930101,99999999,186.22,(B)(1),(B),(1),,
186.22(D),PC,CRIM ST GANG:PUB OFF CONV,M,19930101,99999999,186.22,(D),(D),,,
186.22(D),PC,CRIM ST GANG:PUB OFF CONV,F,19930101,99999999,186.22,(D),(D),,,
186.26(A),PC,VIOL:GET MIN:CRIM ST GANG,F,19940101,99999999,186.26,(A),(A),,,
186.26(A),PC,VIOL SOLICIT CRM ST GANG,F,20000307,99999999,186.26,(A),(A),,,
186.26(B),PC,SOLICIT BY THREAT ST GANG,F,20000307,99999999,186.26,(B),(B),,,
186.26(C),PC,SLCIT PARTIC GANG BY VIOL,F,20201105,99999999,186.26,(C),(C),,,
186.26(C),PC,MNR COERC/ETC MNR:ST GANG,M,19940101,99999999,186.26,(C),(C),,,
186.26(C),PC,PHY VIO COERC/ETC ST GANG,F,20000307,20201104,186.26,(C),(C),,,
186.28(A),PC,SELL/ETC F/ARM:GANG ACTIV,M,19930101,99999999,186.28,(A),(A),,,
186.28(A),PC,SEL/ETC F/ARM:GANG ACTIVE,F,19930101,99999999,186.28,(A),(A),,,
186.33(A),PC,VIOL REG REQ:CRIM ST GANG,M,20000307,99999999,186.33,(A),(A),,,
187(A),PC,MURDER,F,19701123,99999999,187,(A),(A),,,
187(A),PC,MURDER:FIRST DEGREE,F,19701123,99999999,187,(A),(A),,,
187(A),PC,MURDER:SECOND DEGREE,F,19701123,99999999,187,(A),(A),,,
187(A),PC,MURDER:SEC DEG ON PO,F,19880607,99999999,187,(A),(A),,,
187(A),PC,MRDR:1ST DEG:SHOOT F/VEH,F,19940607,99999999,187,(A),(A),,,
191.5(A),PC,GR VEH MANSL WHILE INTOX,F,19870101,99999999,191.5,(A),(A),,,
191.5(B),PC,VEH MANSL WHILE INTOXICAT,F,20070101,99999999,191.5,(B),(B),,,
191.5(B),PC,VEH MANSL WHILE INTOXICAT,M,20070101,99999999,191.5,(B),(B),,,
192(A),PC,VOLUNTARY MANSLAUGHTER,F,19840824,99999999,192,(A),(A),,,
192(B),PC,INVOLUNTARY MANSLAUGHTER,F,19840824,99999999,192,(B),(B),,,
192(C)(1),PC,VEH MANSL W/GROSS NEG,F,19840824,99999999,192,(C)(1),(C),(1),,
192(C)(1),PC,VEH MANSL W/GROSS NEGLNCE,M,19840824,99999999,192,(C)(1),(C),(1),,
192(C)(2),PC,VEH MANSL W/O GROSS NEG,M,19840824,99999999,192,(C)(2),(C),(2),,
192(C)(3),PC,DUI VEH MANS W/O GR NEG,F,19870101,99999999,192,(C)(3),(C),(3),,
192(C)(3),PC,VEH MNSL:CAUSE ACC F/GAIN,F,20070101,99999999,192,(C)(3),(C),(3),,
192.5(A),PC,VEH MNSL W/VESSL W/GR NEG,F,19870101,99999999,192.5,(A),(A),,,
192.5(B),PC,VEH MNSL W/VES W/O GR NEG,M,19870101,99999999,192.5,(B),(B),,,
192.5(B),PC,VEH MNSL W/VES W/O GR NEG,F,19870101,99999999,192.5,(B),(B),,,
192.5(C),PC,V/MNSL:VES:ALC/DRG:NO NEG,F,19880101,99999999,192.5,(C),(C),,,
192.5(C),PC,V/MNSL:VESS WITH/GRS NEGL,F,20070101,99999999,192.5,(C),(C),,,
192.5(C),PC,VEH MNSL:VES W/GROS NEGL,M,20070101,99999999,192.5,(C),(C),,,
192.5(D),PC,VEH MNSL:VESS:W/O GRS NEG,M,19880101,99999999,192.5,(D),(D),,,
203,PC,MAYHEM,F,18720101,99999999,203,,,,,
205,PC,AGGRAVATED MAYHEM,F,19880101,99999999,205,,,,,
206,PC,TORTURE,F,19910101,99999999,206,,,,,
207(A),PC,KIDNAPPING,F,19830101,99999999,207,(A),(A),,,
207(B),PC,KIDNAP -14 TO COM L&L,F,19830101,99999999,207,(B),(B),,,
207(C),PC,KIDNAP:FORC/ETC:TAKE O/ST,F,19830101,20201027,207,(C),(C),,,
207(C),PC,KIDNAP: FRC/ETC OUT OF ST,F,20201028,99999999,207,(C),(C),,,
207(D),PC,KIDNAP:FORC/ETC:INTO CA,F,19830101,99999999,207,(D),(D),,,
208(B),PC,KIDNAP CHILD UNDER 14 YRS,F,19860703,99999999,208,(B),(B),,,
209(A),PC,KIDNAPPING FOR RANSOM,F,19770701,99999999,209,(A),(A),,,
209(B)(1),PC,KIDNAP TO COMMIT RAPE,F,20061108,99999999,209,(B)(1),(B),(1),,
209(B)(1),PC,KIDNAP TO COMMIT ROBBERY,F,20061108,99999999,209,(B)(1),(B),(1),,
209.5(A),PC,KIDNAP DURING CARJACKING,F,19931001,99999999,209.5,(A),(A),,,
209.5(B),PC,KIDNAP/CARJACK:VICT MOVED,F,19931001,99999999,209.5,(B),(B),,,
210,PC,POSE AS KIDNAPPER:EXTORT,F,19370827,99999999,210,,,,,
210.5,PC,USE PERSON AS SHIELD,F,19880101,99999999,210.5,,,,,
211,PC,ROBBERY,F,18720101,99999999,211,,,,,
211,PC,ROBBERY:FIRST DEGREE,F,18720101,99999999,211,,,,,
211,PC,ROBBERY:SECOND DEGREE,F,18720101,99999999,211,,,,,
211,PC,ROBBERY 1ST DEG HOME INV,F,18720101,99999999,211,,,,,
212,PC,FEAR AS ELEMENT ROBBERY,F,18000101,99999999,212,,,,,
212(A),LC,NONNEGOTABLE PAYMENT WAGE,M,19370827,99999999,212,(A),(A),,,
212.5,PC,ROBBERY,F,19870101,99999999,212.5,,,,,
212.5(A),PC,ROB:1ST DEG:CAB/ETC/DWELL,F,19870101,99999999,212.5,(A),(A),,,
212.5(B),PC,ROB:FIRST DEGREE:ATM/ETC,F,19950101,99999999,212.5,(B),(B),,,
212.5(C),PC,ROBBERY:SECOND DEGREE,F,19950101,99999999,212.5,(C),(C),,,
213,WI,CONTEMPT OF COURT:JUV/ETC,M,19770101,99999999,213,,,,,
213(A)(1)(A),PC,ROB 1:INHAB DWELL:CONCERT,F,19950101,99999999,213,(A)(1)(A),(A),(1),(A),
213(A)(2),PC,ROBBERY:SECOND DEGREE,F,19870101,99999999,213,(A)(2),(A),(2),,
214,PC,TRAIN ROBBERY,F,19050101,99999999,214,,,,,
214,WI,FTA JUV COURT/ETC:PROMISE,M,19770101,99999999,214,,,,,
215(A),PC,CARJACKING,F,19931001,99999999,215,(A),(A),,,
216(A),LC,REFUSE TO PAY WAGES DUE,M,19370827,99999999,216,(A),(A),,,
217.1(A),PC,ASSAULT PUBLIC OFFICIAL,F,19840101,99999999,217.1,(A),(A),,,
217.1(A),PC,ASSAULT PUBLIC OFFICIAL,M,19840101,99999999,217.1,(A),(A),,,
217.1(B),PC,ATT MURDER PUB OFCL,F,19840101,99999999,217.1,(B),(B),,,
218,PC,ATTEMPT TRAIN WRECKING,F,19050101,99999999,218,,,,,
218.1,PC,OBST/DAMAGE/DERAIL TRAIN,F,20060101,99999999,218.1,,,,,
218.1,PC,OBSTR/DAMAGE/DERAIL TRAIN,M,20060101,99999999,218.1,,,,,
219,PC,TRAIN WRECKING,F,19050101,20201027,219,,,,,
219,PC,TRAIN WRECKING RSLT DEATH,F,20201028,99999999,219,,,,,
219.1,PC,THROW OBJ:COM CARRIER VEH,F,19410913,20201027,219.1,,,,,
219.1,PC,THROW OBJ COMMN VEH B/HRM,F,20201028,99999999,219.1,,,,,
219.2,PC,THROW OBJECT AT TRAIN,F,19550907,99999999,219.2,,,,,
219.2,PC,THROW/ETC OBJECT AT TRAIN,M,19550907,99999999,219.2,,,,,
219.3,PC,THROW OBJ FROM TOLL BRIDG,M,19570911,99999999,219.3,,,,,
220,PC,ASSAULT:COMMIT RAPE,F,18720101,99999999,220,,,,,
220,PC,ASSAULT TO COMMIT SODOMY,F,18720101,99999999,220,,,,,
220,PC,ASLT:MAYHEM/RAPE/ETC,F,19800101,99999999,220,,,,,
220,PC,ASLT:PENETRATE W/OBJECT,F,19800101,99999999,220,,,,,
220,PC,ASSLT TO COMMIT ORAL COP,F,19800101,99999999,220,,,,,
220,PC,ASLT:COMIT LEWD/LASC:CHLD,F,19800101,99999999,220,,,,,
220,PC,ASLT:RAPE:CONCERT W/OTHER,F,19800101,99999999,220,,,,,
220,PC,ASLT W/INT COMT RAPE/ETC,F,19800101,99999999,220,,,,,
220,PC,ASSAULT TO COMMIT MAYHEM,F,18720101,99999999,220,,,,,
220(A)(1),PC,ASSAULT:W/INTENT TO RAPE,F,20110101,20201027,220,(A)(1),(A),(1),,
220(A)(1),PC,ASSAULT W/INT TO RAPE/ETC,F,20201028,99999999,220,(A)(1),(A),(1),,
220(A)(2),PC,ASSAULT:-18 W/INT TO RAPE,F,20100909,20201124,220,(A)(2),(A),(2),,
220(A)(2),PC,ASSLT W/INT TO RAPE -18,F,20201125,99999999,220,(A)(2),(A),(2),,
220(B),PC,ASLT:INTENT RAPE IN 459,F,20061107,99999999,220,(B),(B),,,
222,PC,GIVE DRUGS AID IN FELONY,F,18720101,99999999,222,,,,,
225.5(A),SH,VEND:HWY VISTA POINT/ETC,M,19870101,99999999,225.5,(A),(A),,,
226(A),LC,FAIL FURNISH WAGE STATMNT,M,19430501,99999999,226,(A),(A),,,
236,PC,FALSE IMPRISONMENT,M,18720101,99999999,236,,,,,
236,PC,FALSE IMPRISONMENT,F,19010101,99999999,236,,,,,
236,PC,FALSE IMPRISON W/VIOLENCE,F,19010101,99999999,236,,,,,
236.1(A),PC,HUMAN TRAFFICKING/LABOR,F,20060101,99999999,236.1,(A),(A),,,
236.1(B),PC,HMN TRAFF:DEPR PER LBRTY,F,20121107,20201108,236.1,(B),(B),,,
236.1(B),PC,HMN TRFK TO CMT OTHR CRIM,F,20201109,99999999,236.1,(B),(B),,,
236.1(C),PC,HUMAN TRAFFICKING/-18YRS,F,20060101,20201108,236.1,(C),(C),,,
236.1(C),PC,HMN TRFK MNR COMM SEX ACT,F,20201109,99999999,236.1,(C),(C),,,
237(A),PC,FALSE IMPRISON:VIOL/ETC,F,19990101,99999999,237,(A),(A),,,
237(A),PC,FALSE IMPRISONMENT,M,19990101,99999999,237,(A),(A),,,
237(B),PC,IMPRISON:ELD/ETC:VIO/ETC,F,19991010,99999999,237,(B),(B),,,
238.1,LC,FAIL OBEY STOP ORDER VIOL,M,20160101,99999999,238.1,,,,,
240,PC,ASSAULT ON PERSON,M,18720101,99999999,240,,,,,
240,PC,ASLT PO/EMERG PRSNL/ETC,M,19820101,99999999,240,,,,,
241(A),PC,ASSAULT ON PERSON,M,19820101,99999999,241,(A),(A),,,
241(B),PC,ASLT PO/EMERG PRSNL/ETC,M,19820101,20201027,241,(B),(B),,,
241(B),PC,ASSLT PARKING CONTRL OFCR,M,20201028,99999999,241,(B),(B),,,
241(C),PC,ASLT PO/FIREFIGHTER/ETC,M,19820101,99999999,241,(C),(C),,,
241.1,PC,ASLT ON CUSTODIAL OFFICER,F,19810101,99999999,241.1,,,,,
241.1,PC,ASLT ON CUSTODIAL OFFICER,M,19810101,99999999,241.1,,,,,
241.2(A),PC,ASLT PRSN SCH/PARK PROP,M,19900101,99999999,241.2,(A),(A),,,
241.2(A)(1),PC,ASSLT PERSON SCHOOL PROP,M,19830101,99999999,241.2,(A)(1),(A),(1),,
241.3(A),PC,ASLT PRSN:PUB TRANSP/ETC,M,19970101,99999999,241.3,(A),(A),,,
241.4,PC,ASLT SCHOOL DISTRICT PO,F,19770101,99999999,241.4,,,,,
241.4,PC,ASLT SCHOOL DISTRICT PO,M,19770101,99999999,241.4,,,,,
241.5(A),PC,ASLT ON HIGHWAY WORKER,M,20090101,99999999,241.5,(A),(A),,,
241.6,PC,ASLT ON SCHOOL EMPLOYEE,M,19900101,99999999,241.6,,,,,
241.7,PC,ASSAULT ON JURORS,F,19870101,99999999,241.7,,,,,
242,PC,BATTERY,M,18720101,99999999,242,,,,,
242,PC,BATTERY ON PERSON,M,18720101,99999999,242,,,,,
242,PC,BATT W/SERIOUS BODILY INJ,F,18720101,99999999,242,,,,,
242,PC,BAT:SPOUSE/EX SP/DATE/ETC,M,19970101,99999999,242,,,,,
242,PC,BATTERY,F,18720101,99999999,242,,,,,
242,PC,BAT W/SERIOUS BODILY INJ,M,18720101,99999999,242,,,,,
242,PC,BAT EMERGENCY PERSON/ETC,F,19980101,99999999,242,,,,,
242,PC,BAT AGAINST PEACE OFFICER,F,19980101,99999999,242,,,,,
243(A),PC,BATTERY ON PERSON,M,19820101,99999999,243,(A),(A),,,
243(B),PC,BATT PO/EMERG PRSNL/ETC,M,19820101,99999999,243,(B),(B),,,
243(C),PC,BATTERY PO/ETC W/INJURY,F,19980101,99999999,243,(C),(C),,,
243(C)(1),PC,BAT EMERGENCY PERSON/ETC,F,19980101,20201027,243,(C)(1),(C),(1),,
243(C)(1),PC,BATT EMERGENCY PERSON/ETC,M,19980101,20201027,243,(C)(1),(C),(1),,
243(C)(1),PC,BATTERY PO/ETC W/INJURY,F,20201028,99999999,243,(C)(1),(C),(1),,
243(C)(1),PC,BATTERY PO/ETC W/INJURY,M,20201028,99999999,243,(C)(1),(C),(1),,
243(C)(2),PC,BATTERY AGAINST PO,F,19980101,99999999,243,(C)(2),(C),(2),,
243(C)(2),PC,BATTERY AGAINST PO,M,19980101,99999999,243,(C)(2),(C),(2),,
243(D),PC,BATT W/SERIOUS BODILY INJ,F,19820101,99999999,243,(D),(D),,,
243(D),PC,BATERY:SERIOUS BODILY INJ,M,18720101,99999999,243,(D),(D),,,
243(E),PC,BATTERY:SPOUSE/ETC,M,19990101,99999999,243,(E),(E),,,
243(E)(1),PC,BAT:SPOUSE/EX SP/DATE/ETC,M,19970101,99999999,243,(E)(1),(E),(1),,
243.1,PC,BATT ON CUSTODIAL OFFICER,F,19770701,99999999,243.1,,,,,
243.10(A),PC,BATT AGNST MBR US FORCES,M,20040101,99999999,243.10,(A),(A),,,
243.15,PC,BATTERY NONINMATE BY INMT,F,20160101,99999999,243.15,,,,,
243.15,PC,BATTERY NOINMATE BY INMT,M,20160101,99999999,243.15,,,,,
243.2(A),PC,BAT ON PRSN:SCH/PARK/ETC,M,19900101,99999999,243.2,(A),(A),,,
243.2(A)(1),PC,BATT ON PRSN:SCH/HOSP/ETC,M,19900101,99999999,243.2,(A)(1),(A),(1),,
243.25,PC,BATT:ELDER/DEP ADULT,M,20030101,99999999,243.25,,,,,
243.3,PC,BAT:TRNSPORT PRSNL/PASNGR,M,19880101,99999999,243.3,,,,,
243.3,PC,BAT W/INJ:TRNS WRKR/PSNGR,F,19880101,99999999,243.3,,,,,
243.35(A),PC,BATT PRSN:PUB TRANSP/ETC,M,19970101,99999999,243.35,(A),(A),,,
243.4,PC,SEXUAL BATTERY,M,19850101,99999999,243.4,,,,,
243.4(A),PC,SEXUAL BATTERY,F,19850101,20201027,243.4,(A),(A),,,
243.4(A),PC,SEXUAL BATTERY,M,19850101,20201027,243.4,(A),(A),,,
243.4(A),PC,SEXUAL BATT BY RESTRAINT,F,20201028,99999999,243.4,(A),(A),,,
243.4(A),PC,SEXUAL BATT BY RESTRAINT,M,20201028,99999999,243.4,(A),(A),,,
243.4(B),PC,SEX BAT:MEDICLY INST PRSN,F,19850101,99999999,243.4,(B),(B),,,
243.4(B),PC,SEX BATT:MED INST PERSON,M,19850101,99999999,243.4,(B),(B),,,
243.4(C),PC,SEXUAL BATT:UNCONS PERSON,F,19860101,20201111,243.4,(C),(C),,,
243.4(C),PC,SEXUAL BATT:UNCONS PERSON,M,19860101,20201111,243.4,(C),(C),,,
243.4(D),PC,SEXUAL BATT:SEX AROUSAL,M,19900101,99999999,243.4,(D),(D),,,
243.4(D),PC,SEXUAL BATT:SEX AROUSAL,F,19900101,99999999,243.4,(D),(D),,,
243.4(D),PC,SEXUAL BATT INV MASTURBTN,F,20201112,99999999,243.4,(D),(D),,,
243.4(D),PC,SEXUAL BATT INV MASTURBTN,M,20201112,99999999,243.4,(D),(D),,,
243.4(E)(1),PC,SEXUAL BATT:SEX AROUSAL,M,19930101,99999999,243.4,(E)(1),(E),(1),,
243.4(J),PC,SEXUAL BATT:W/PR FEL CONV,F,19900101,99999999,243.4,(J),(J),,,
243.6,PC,BATT ON SCHOOL EMPLOYEE,M,19900101,20201027,243.6,,,,,
243.6,PC,BATT ON SCHOOL EMP W/INJ,F,19900101,99999999,243.6,,,,,
243.6,PC,BATT SCHOOL EMP W/O INJ,M,20201028,99999999,243.6,,,,,
243.65(A),PC,BATT ON HIGHWAY WORKER,M,20090101,99999999,243.65,(A),(A),,,
243.7,PC,BATTERY AGAINST JUROR/ETC,F,19870101,99999999,243.7,,,,,
243.8(A),PC,BATT AGAINST SPORTS OFCL,M,19920101,99999999,243.8,(A),(A),,,
243.83(A),PC,UNLAW COND AT PRO SPORTS,I,20040101,99999999,243.83,(A),(A),,,
243.9(A),PC,BATT/GASSING PO/ETC EMP,M,20000307,99999999,243.9,(A),(A),,,
243.9(A),PC,BATT/GASSING PO/ETC EMP,F,20000307,99999999,243.9,(A),(A),,,
244,PC,ASLT W/CAUSTIC CHEM/ETC,F,18720101,20201027,244,,,,,
244,PC,ASSLT THROWING ACID/ETC,F,20201028,99999999,244,,,,,
244.5(B),PC,ASSAULT W/STUN GUN/TASER,F,19880101,20090101,244.5,(B),(B),,,
244.5(B),PC,ASLT W/STUN GUN/LL WEAPON,F,19850101,99999999,244.5,(B),(B),,,
244.5(B),PC,ASLT W/STUN GUN/LL WPN,M,19850101,99999999,244.5,(B),(B),,,
244.5(C),PC,ASLT PO W/STUN GUN/TASER,F,19860101,20090101,244.5,(C),(C),,,
244.5(C),PC,ASLT PO W/STUN GUN/LL WPN,F,19850101,99999999,244.5,(C),(C),,,
244.5(C),PC,ASLT PO W/STUN GUN/LL WPN,M,19850101,99999999,244.5,(C),(C),,,
245(A)(1),PC,FORCE/ADW NOT FIREARM:GBI,F,19820425,20111231,245,(A)(1),(A),(1),,
245(A)(1),PC,FORCE/ADW-NOT FIREARM:GBI,M,19820425,20111231,245,(A)(1),(A),(1),,
245(A)(1),PC,ADW NOT FIREARM,F,20120101,99999999,245,(A)(1),(A),(1),,
245(A)(1),PC,ADW NOT FIREARM,M,20120101,99999999,245,(A)(1),(A),(1),,
245(A)(2),PC,ASLT W/FIREARM ON PERSON,F,19820425,99999999,245,(A)(2),(A),(2),,
245(A)(2),PC,ASLT W/FIREARM ON PERSON,M,19820425,99999999,245,(A)(2),(A),(2),,
245(A)(3),PC,ASLT W/MACHINEGUN ON PRSN,F,19820425,99999999,245,(A)(3),(A),(3),,
245(A)(4),PC,ADW/FORCE:POSSIBLE GBI,F,20120101,99999999,245,(A)(4),(A),(4),,
245(A)(4),PC,ADW/FORCE:POSSIBLE GBI,M,20120101,99999999,245,(A)(4),(A),(4),,
245(B),PC,ASLT PRSN:SEMIAUTO F/ARM,F,19940101,99999999,245,(B),(B),,,
245(C),PC,ADW NOT F/ARM:PO/FIRE:GBI,F,19900101,99999999,245,(C),(C),,,
245(D)(1),PC,ASLT PO W/FIREARM,F,19900101,20201027,245,(D)(1),(D),(1),,
245(D)(1),PC,ASSLT PO/FIRE W/FIREARM,F,20201028,99999999,245,(D)(1),(D),(1),,
245(D)(2),PC,ASLT:SEMIAUTO F/ARM:PO/FF,F,19940101,20201124,245,(D)(2),(D),(2),,
245(D)(2),PC,ASSLT PO/FF W/SEMI F/ARM,F,20201125,99999999,245,(D)(2),(D),(2),,
245(D)(3),PC,ASLT PO W/MACHINEGUN/ETC,F,19900101,99999999,245,(D)(3),(D),(3),,
245.2,PC,ADW TRANSP PRSNL/ETC,F,19820427,99999999,245.2,,,,,
245.3,PC,ADW ON CUSTODIAL OFF:GBI,F,19810101,99999999,245.3,,,,,
245.5(A),PC,ADW/GBI SCHL EMP:NO F/ARM,F,19890101,99999999,245.5,(A),(A),,,
245.5(B),PC,ASLT SCHOOL EMP W/FIREARM,F,19890101,99999999,245.5,(B),(B),,,
245.5(C),PC,ASLT SCH EMP W/STUN GUN,F,19890101,99999999,245.5,(C),(C),,,
245.5(C),PC,ASSLT SCHL EMP W/STUN GUN,M,19890101,99999999,245.5,(C),(C),,,
