_geocodio_number,_geocodio_street,_geocodio_city,_geocodio_state,_geocodio_zip,_geocodio_street_address,_project_types,_org_names,_org_ids,_subcategory,_category,_parsed,_coc_ids
1038,MISSION ST,SAN FRANCISCO,CA,94103,1038 MISSION ST,PSH,1036 Mission - CoC; 1036 Mission,7035,permanent supportive housing,sheltered,"1038 MISSION ST, SAN FRANCISCO, CA, 94103",CA-501
104,CEDAR ST,REDWOOD CITY,CA,94063,104 CEDAR ST,PSH,Cedar Street Apartments,4452,permanent supportive housing,sheltered,"104 CEDAR ST, REDWOOD CITY, CA, 94063",CA-512
104,N HAYES AVE,OXNARD,CA,93030,104 N HAYES AVE,TH,Transitional Living Program,,transitional housing,sheltered,"104 N HAYES AVE, OXNARD, CA, 93030",CA-611
1040,BUSH ST,SAN FRANCISCO,CA,94109,1040 BUSH ST,OPH; PSH,Verona Hotel; Mary Elizabeth Inn; Verona- GF,9187,mixed support,sheltered,"1040 BUSH ST, SAN FRANCISCO, CA, 94109",CA-501
1040,UNIVERSITY AVE,BERKELEY,CA,94710,1040 UNIVERSITY AVE,PSH,LLMC BIST-UA Homes,5971,permanent supportive housing,sheltered,"1040 UNIVERSITY AVE, BERKELEY, CA, 94710",CA-502
10402,S NORMANDIE AVE,LOS ANGELES,CA,90044,10402 S NORMANDIE AVE,PSH,CA1218 HACoLA Shelter Plus Care,3279,permanent supportive housing,sheltered,"10402 S NORMANDIE AVE, LOS ANGELES, CA, 90044",CA-600
10405,RENTON AVE S,SEATTLE,WA,98178,10405 RENTON AVE S,TH,DOVE House,7980,transitional housing,sheltered,"10405 RENTON AVE S, SEATTLE, WA, 98178",WA-500
1041,CAYUGA ST,SANTA CRUZ,CA,95062,1041 CAYUGA ST,PSH,Grace Commons,5904,permanent supportive housing,sheltered,"1041 CAYUGA ST, SANTA CRUZ, CA, 95062",CA-508
1042,7TH ST,NOVATO,CA,94945,1042 7TH ST,TH,1042 7th St.,3041,transitional housing,sheltered,"1042 7TH ST, NOVATO, CA, 94945",CA-507
10424,S FIGUEROA ST,LOS ANGELES,CA,90003,10424 S FIGUEROA ST,PSH,CRCD Apartments,18776; 28874,permanent supportive housing,sheltered,"10424 S FIGUEROA ST, LOS ANGELES, CA, 90003",CA-600
1043,ELM AVE,LONG BEACH,CA,90813,1043 ELM AVE,TH,Soldano House,24557,transitional housing,sheltered,"1043 ELM AVE, LONG BEACH, CA, 90813",CA-606
1044,FIGUEROA ST,WILMINGTON,CA,90744,1044 FIGUEROA ST,RRH,SSVF RRH; SSVF Supportive Services for Veteran Families,352; 23845,rapid rehousing,sheltered,"1044 FIGUEROA ST, WILMINGTON, CA, 90744",CA-600; CA-602
1045,S STATE ST,UKIAH,CA,95482,1045 S STATE ST,ES,Emergency Shelter; Inland Valley Emergency Winter Shelter,18490; 40780,emergency shelter,unhoused,"1045 S STATE ST, UKIAH, CA, 95482",CA-509
1045,SE IRELAND ST,OAK HARBOR,WA,98277,1045 SE IRELAND ST,ES,Ireland St. House; IOCIreland House,4898; 42946,emergency shelter,unhoused,"1045 SE IRELAND ST, OAK HARBOR, WA, 98277",WA-501
1046,T ST,FRESNO,CA,93721,1046 T ST,TH; ES,TLC 2; TLC 1; Transitional Youth Emergency Shelter,2620,mixed support,sheltered,"1046 T ST, FRESNO, CA, 93721",CA-514
1048,WILD ROSE DR,SANTA ROSA,CA,95401,1048 WILD ROSE DR,ES,The Rose Women's Shelter,5980,emergency shelter,unhoused,"1048 WILD ROSE DR, SANTA ROSA, CA, 95401",CA-504
1049,HOWARD ST,SAN FRANCISCO,CA,94103,1049 HOWARD ST,ES,A Woman's Place; A Woman's Place Drop In,1621; 1622,emergency shelter,unhoused,"1049 HOWARD ST, SAN FRANCISCO, CA, 94103",CA-501
105,5TH AVE,REDWOOD CITY,CA,94063,105 5TH AVE,PSH,Waverly Place - SP15,3677,permanent supportive housing,sheltered,"105 5TH AVE, REDWOOD CITY, CA, 94063",CA-512
105,NW 1ST ST,COUPEVILLE,WA,98239,105 NW 1ST ST,PSH,Islander Apartments*; CPHIslander Apartments,1658,permanent supportive housing,sheltered,"105 NW 1ST ST, COUPEVILLE, WA, 98239",WA-501
1050,S VAN NESS AVE,SAN FRANCISCO,CA,94110,1050 S VAN NESS AVE,ES,Santa Martha Maria; Santa Martha Maria/Jazzie's Place; Santa Ana,2354,emergency shelter,unhoused,"1050 S VAN NESS AVE, SAN FRANCISCO, CA, 94110",CA-501
1050,STATE AVE,MARYSVILLE,WA,98270,1050 STATE AVE,ES,Marysville Cold Weather Shelter,40015,emergency shelter,unhoused,"1050 STATE AVE, MARYSVILLE, WA, 98270",WA-504
10507,AURORA AVE N,SEATTLE,WA,98133,10507 AURORA AVE N,PSH,Aurora House - CoC; Aurora Supportive Housing; Aurora House - Section 8 Project Based,2375,permanent supportive housing,sheltered,"10507 AURORA AVE N, SEATTLE, WA, 98133",WA-500
1051,CYPRESS ST,PLACENTIA,CA,92870,1051 CYPRESS ST,ES,Placentia Hope Emergency Shelter,11204,emergency shelter,unhoused,"1051 CYPRESS ST, PLACENTIA, CA, 92870",CA-602
10510,S VERMONT AVE,LOS ANGELES,CA,90044,10510 S VERMONT AVE,TH,Transitional Home,,transitional housing,sheltered,"10510 S VERMONT AVE, LOS ANGELES, CA, 90044",CA-600
10511,MILLS AVE,WHITTIER,CA,90604,10511 MILLS AVE,ES,CES Bridge Housing for Women,28847,emergency shelter,unhoused,"10511 MILLS AVE, WHITTIER, CA, 90604",CA-600
1052,CYPRESS ST,PLACENTIA,CA,92870,1052 CYPRESS ST,TH,CCH Cypress Street #2/Placentia,11204,transitional housing,sheltered,"1052 CYPRESS ST, PLACENTIA, CA, 92870",CA-602
1052,HEMLOCK ST,LONGVIEW,WA,98632,1052 HEMLOCK ST,ES,HCHV/EH-Hemlock 4plex House-Interim Housing; LHAHCHV/EH,4244,emergency shelter,unhoused,"1052 HEMLOCK ST, LONGVIEW, WA, 98632",WA-501
1053,S NEW HAMPSHIRE AVE,LOS ANGELES,CA,90006,1053 S NEW HAMPSHIRE AVE,TH; PSH,Transitional Housing Program HUD SPA 8; KIWA,14822; 38298,mixed support,sheltered,"1053 S NEW HAMPSHIRE AVE, LOS ANGELES, CA, 90006",CA-600
10535,HOSPITAL WAY,MATHER,CA,95655,10535 HOSPITAL WAY,PSH,VASH Vouchers,11116,permanent supportive housing,sheltered,"10535 HOSPITAL WAY, MATHER, CA, 95655",CA-503
10539,EVANSTON AVE N,SEATTLE,WA,98133,10539 EVANSTON AVE N,TH,Evanston House,1657,transitional housing,sheltered,"10539 EVANSTON AVE N, SEATTLE, WA, 98133",WA-500
1055,AZUAR DR,VALLEJO,CA,94592,1055 AZUAR DR,TH; PSH,Samaritan House; Transitional Housing for Disabled Men,7450,mixed support,sheltered,"1055 AZUAR DR, VALLEJO, CA, 94592",CA-518
1055,EDGEWATER ST NW,SALEM,OR,97304,1055 EDGEWATER ST NW,PSH; RRH; ES,Family Promise - RRH; SIHN - Salem Interfaith Hospitality Network-ES-SHELTERPOINT (6755) [ROCC]; SIHN - Family Promise MWV SHELTERPOINT - PSH (6756) [ROCC]; Family Promise ES; Salem Interfaith Hospitality Network-ES-SHELTERPOINT (3538) [ROCC],30984; 42589,mixed support,sheltered,"1055 EDGEWATER ST NW, SALEM, OR, 97304",OR-505; OR-504
1055,SE CLAREY AVE,GRANTS PASS,OR,97526,1055 SE CLAREY AVE,TH,UCAN-HIC-JC-Freedom House - TH (4050) [ROCC]; UCAN-HIC-JC-Options-North Glen - TH (4407) [ROCC],31229,transitional housing,sheltered,"1055 SE CLAREY AVE, GRANTS PASS, OR, 97526",OR-505
1055,W 7TH ST,LOS ANGELES,CA,90017,1055 W 7TH ST,ES; PSH,H Crisis Housing; Ford Apartments; Housing For Health Access Emergency,38296,mixed support,sheltered,"1055 W 7TH ST, LOS ANGELES, CA, 90017",CA-600
1056,NE 120TH ST,SEATTLE,WA,98125,1056 NE 120TH ST,TH,Miracle Manor,1657,transitional housing,sheltered,"1056 NE 120TH ST, SEATTLE, WA, 98125",WA-500
10566,PETER A MCCUEN BLVD,MATHER,CA,95655,10566 PETER A MCCUEN BLVD,RRH; TH; PSH,Coming Home; Adolfo Transitional Housing for Foster Youth (HUD); Adolfo THP-Plus Housing For Foster Youth; Vet Families Rapid Rehousing Program; AHS Scattered Sites - TH,42376; 7266,mixed support,sheltered,"10566 PETER A MCCUEN BLVD, MATHER, CA, 95655",CA-503
1057,VINE ST,LOS ANGELES,CA,90038,1057 VINE ST,PSH,Step Up on Vine,6759; 18786,permanent supportive housing,sheltered,"1057 VINE ST, LOS ANGELES, CA, 90038",CA-600
10590,STATE RTE 88,JACKSON,CA,95642,10590 STATE RTE 88,ES,Amador HSP,437,emergency shelter,unhoused,"10590 STATE RTE 88, JACKSON, CA, 95642",CA-526
106,6TH ST,SAN FRANCISCO,CA,94103,106 6TH ST,OPH; PSH,Henry Hotel- GF; Henry Hotel,2483,mixed support,sheltered,"106 6TH ST, SAN FRANCISCO, CA, 94103",CA-501
106,BELL ST,SEATTLE,WA,98121,106 BELL ST,PSH,Dorothy Day - HUD; Dorothy Day; Dorothy Day - SHA,12272; 807,permanent supportive housing,sheltered,"106 BELL ST, SEATTLE, WA, 98121",WA-500
106,N DUNHAM AVE,ARLINGTON,WA,98223,106 N DUNHAM AVE,PSH,Arlington,8932,permanent supportive housing,sheltered,"106 N DUNHAM AVE, ARLINGTON, WA, 98223",WA-504
106,ROBINSON AVE,SAN DIEGO,CA,92103,106 ROBINSON AVE,TH,Enya House (1497),,transitional housing,sheltered,"106 ROBINSON AVE, SAN DIEGO, CA, 92103",CA-601
1060,CYPRESS ST,PLACENTIA,CA,92870,1060 CYPRESS ST,TH,Cypress/Placentia III,11204,transitional housing,sheltered,"1060 CYPRESS ST, PLACENTIA, CA, 92870",CA-602
1060,HOWARD ST,SAN FRANCISCO,CA,94103,1060 HOWARD ST,TH; PSH,GPD- Transitional Living for Homeless Veterans; Rental Assistance for Homeless Veterans; Rental Assistance for Homeless Veterans - 250 Kearny and 420 Eddy; Rental Assistance for Homeless Veterans II; Veterans Academy; Veterans Academy - HUD PBV,10006,mixed support,sheltered,"1060 HOWARD ST, SAN FRANCISCO, CA, 94103",CA-501
10601,SAN FERNANDO RD,PACOIMA,CA,91331,10601 SAN FERNANDO RD,ES,LFH FSC Crisis Housing Pacoima Place; LFH FSC Bridge Housing Pacoima Place,32433,emergency shelter,unhoused,"10601 SAN FERNANDO RD, PACOIMA, CA, 91331",CA-600
10604,NE 38TH PL,KIRKLAND,WA,98033,10604 NE 38TH PL,PSH,VASH - Velocity,32708,permanent supportive housing,sheltered,"10604 NE 38TH PL, KIRKLAND, WA, 98033",WA-500
1062,MAIN ST,SPRINGFIELD,OR,97477,1062 MAIN ST,PSH,Shankle Safe Haven CoC,6179,permanent supportive housing,sheltered,"1062 MAIN ST, SPRINGFIELD, OR, 97477",OR-500
1063,S EASTMAN AVE,LOS ANGELES,CA,90023,1063 S EASTMAN AVE,PSH,CA1157 Las Flores - 2; Las Flores Apartments,359,permanent supportive housing,sheltered,"1063 S EASTMAN AVE, LOS ANGELES, CA, 90023",CA-600
1063,SANTA BARBARA DR,SANTA ROSA,CA,95404,1063 SANTA BARBARA DR,PSH,Alternatives for Unsheltered Community,1106,permanent supportive housing,sheltered,"1063 SANTA BARBARA DR, SANTA ROSA, CA, 95404",CA-504
10636,SCHIRRA AVE,MATHER,CA,95655,10636 SCHIRRA AVE,PSH,Veterans Supportive Housing,,permanent supportive housing,sheltered,"10636 SCHIRRA AVE, MATHER, CA, 95655",CA-503
1065,CREWS RD,MEDFORD,OR,97501,1065 CREWS RD,TH,"Hope House (3696, 3697, 3698, 3699); Salvation Army (Jackson) - Hope House - Level 2 (Non-Vet); (VA-GPD): Hope House; Salvation Army (Jackson) - Hope House - Level 2 (Vet); Salvation Army (Jackson) - Hope House - Level 1 (Vet); Salvation Army (Jackson) - Hope House - Level 1 (Non-Vet)",16244,transitional housing,sheltered,"1065 CREWS RD, MEDFORD, OR, 97501",OR-502
1065,E MAIN ST,VENTURA,CA,93001,1065 E MAIN ST,RRH,H2H Rapid ReHousing,7176,rapid rehousing,sheltered,"1065 E MAIN ST, VENTURA, CA, 93001",CA-611
1065,SUTTER ST,SAN FRANCISCO,CA,94109,1065 SUTTER ST,RRH; ES,Residential Shelter Program; Raphael House Rapid Rehousing; Raphael House,9587,mixed support,sheltered,"1065 SUTTER ST, SAN FRANCISCO, CA, 94109",CA-501
10660,LOS OSOS VALLEY RD,SAN LUIS OBISPO,CA,93405,10660 LOS OSOS VALLEY RD,TH,Transitional Housing,38228,transitional housing,sheltered,"10660 LOS OSOS VALLEY RD, SAN LUIS OBISPO, CA, 93405",CA-614
107,PINE ST,SEATTLE,WA,98101,107 PINE ST,PSH,Gatewood,5183,permanent supportive housing,sheltered,"107 PINE ST, SEATTLE, WA, 98101",WA-500
1070,IMOLA AVE,NAPA,CA,94559,1070 IMOLA AVE,PSH,Permanent Housing Program,2732,permanent supportive housing,sheltered,"1070 IMOLA AVE, NAPA, CA, 94559",CA-517
1070,W 7TH ALY,EUGENE,OR,97402,1070 W 7TH ALY,TH,GPD Homeless Veterans,42390,transitional housing,sheltered,"1070 W 7TH ALY, EUGENE, OR, 97402",OR-500
10711,NE 37TH CT,KIRKLAND,WA,98033,10711 NE 37TH CT,OPH,Velocity Housing Stability Program; Velocity Housing Stability,32708,OPH,sheltered,"10711 NE 37TH CT, KIRKLAND, WA, 98033",WA-500
10725,ALTA ST,GRASS VALLEY,CA,95945,10725 ALTA ST,RRH; ES,Red Shield Rapid ReHousing Program; SAGVC Cold Weather Shelter,12839,mixed support,sheltered,"10725 ALTA ST, GRASS VALLEY, CA, 95945",CA-531; CA-515
10728,S CENTRAL AVE,LOS ANGELES,CA,90059,10728 S CENTRAL AVE,ES,Cal Works Homeless Assistance Program* - 27 So. Central,18705,emergency shelter,unhoused,"10728 S CENTRAL AVE, LOS ANGELES, CA, 90059",CA-600
10728,S VERMONT AVE,LOS ANGELES,CA,90044,10728 S VERMONT AVE,ES,Cal Works Homeless Assistance Program 27 S Central (Vouchers); Cal Works Homeless Assistance Program 27 S Central,18705,emergency shelter,unhoused,"10728 S VERMONT AVE, LOS ANGELES, CA, 90044",CA-600
1075,LE CONTE AVE,SAN FRANCISCO,CA,94124,1075 LE CONTE AVE,OPH; PSH,Bayview Hill Gardens,4663,mixed support,sheltered,"1075 LE CONTE AVE, SAN FRANCISCO, CA, 94124",CA-501
1075,S A ST,SANTA ROSA,CA,95404,1075 S A ST,RRH,RRH Nightingale,1106,rapid rehousing,sheltered,"1075 S A ST, SANTA ROSA, CA, 95404",CA-504
1075,W 39TH ST,LOS ANGELES,CA,90037,1075 W 39TH ST,TH,Hathaway-Sycamore ILP SPA 6,40013,transitional housing,sheltered,"1075 W 39TH ST, LOS ANGELES, CA, 90037",CA-600
1076,N STATE ST,UKIAH,CA,95482,1076 N STATE ST,PSH,CDC S+C TRA; VASH Vouchers; CDC S+C SRA,1974,permanent supportive housing,sheltered,"1076 N STATE ST, UKIAH, CA, 95482",CA-509
108,E 5TH ST,LOS ANGELES,CA,90013,108 E 5TH ST,OPH; PSH,New Pershing Apartments; New Pershing Hotel; Pershing Hotel,9870,mixed support,sheltered,"108 E 5TH ST, LOS ANGELES, CA, 90013",CA-600
108,HIGH ST,SANTA CRUZ,CA,95060,108 HIGH ST,ES,Emergency Shelter for Pregnant Women,12038,emergency shelter,unhoused,"108 HIGH ST, SANTA CRUZ, CA, 95060",CA-508
108,S STATE ST,SPOKANE,WA,99201,108 S STATE ST,PSH,Father Bach Haven; CC--PSH--Father Bach Haven,8118,permanent supportive housing,sheltered,"108 S STATE ST, SPOKANE, WA, 99201",WA-502
108,STATE AVE NE,OLYMPIA,WA,98501,108 STATE AVE NE,RRH; ES,FSCHUD RR BONUS; FSC2163-Cold Weather Shelter; FSCCHG Rapid Rehousing; FSCFamily Support Shelter; Shelter,11368,mixed support,sheltered,"108 STATE AVE NE, OLYMPIA, WA, 98501",WA-501
108,W 20TH ST,MERCED,CA,95340,108 W 20TH ST,PSH,Project Home Start,4430,permanent supportive housing,sheltered,"108 W 20TH ST, MERCED, CA, 95340",CA-520
1080,EMELINE AVE,SANTA CRUZ,CA,95060,1080 EMELINE AVE,PSH,MATCH Housing; MATCH Housing Inebriates I; MATCH Housing Inebriates II; MATCH Housing Inebriates III,3276,permanent supportive housing,sheltered,"1080 EMELINE AVE, SANTA CRUZ, CA, 95060",CA-508
1080,N 7TH ST,SAN JOSE,CA,95112,1080 N 7TH ST,RRH,Goodwill SSVF Veterans - Rapid Re-Housing(2081); SSVF Veterans - Rapid Re-Housing,30224,rapid rehousing,sheltered,"1080 N 7TH ST, SAN JOSE, CA, 95112",CA-500
1082,VERMONT ST,SAN JOSE,CA,95126,1082 VERMONT ST,PSH,PSH at Vermont House,12247,permanent supportive housing,sheltered,"1082 VERMONT ST, SAN JOSE, CA, 95126",CA-500
10825,ANZAC AVE,LOS ANGELES,CA,90059,10825 ANZAC AVE,ES,Emergency Shelter,42580,emergency shelter,unhoused,"10825 ANZAC AVE, LOS ANGELES, CA, 90059",CA-600
10862,OAK ST,STANTON,CA,90680,10862 OAK ST,ES,Theriault House,11203,emergency shelter,unhoused,"10862 OAK ST, STANTON, CA, 90680",CA-602
10881,REAGAN ST,LOS ALAMITOS,CA,90720,10881 REAGAN ST,ES,Emergency Shelter,5686,emergency shelter,unhoused,"10881 REAGAN ST, LOS ALAMITOS, CA, 90720",CA-602
10885,REAGAN ST,LOS ALAMITOS,CA,90720,10885 REAGAN ST,TH,Transitional Program,5686,transitional housing,sheltered,"10885 REAGAN ST, LOS ALAMITOS, CA, 90720",CA-602
109,4TH ST,EUREKA,CA,95501,109 4TH ST,TH,GPD - HVETS 4th Street; GPD - ETP 4th Street; GPD - SHP 4th Street,4841,transitional housing,sheltered,"109 4TH ST, EUREKA, CA, 95501",CA-522
109,PARMAC RD,CHICO,CA,95926,109 PARMAC RD,PSH,SEARCH Samaritan Bonus; SEARCH II Permanent Housing Bonus; SEARCH III; LINK Permanent Housing Bonus; SEARCH II - SHP,1175,permanent supportive housing,sheltered,"109 PARMAC RD, CHICO, CA, 95926",CA-519
1090,WOODROW LN,MEDFORD,OR,97504,1090 WOODROW LN,PSH,Woodrow Pines (3643); Woodrow Pines,254,permanent supportive housing,sheltered,"1090 WOODROW LN, MEDFORD, OR, 97504",OR-502
10900,SW 121ST AVE,PORTLAND,OR,97223,10900 SW 121ST AVE,TH,Jubilee Transitional Housing for homeless individuals.,13057,transitional housing,sheltered,"10900 SW 121ST AVE, PORTLAND, OR, 97223",OR-506
10911,REAGAN ST,LOS ALAMITOS,CA,90720,10911 REAGAN ST,ES,Basic Center Group,965,emergency shelter,unhoused,"10911 REAGAN ST, LOS ALAMITOS, CA, 90720",CA-602
1095,MARKET ST,SAN FRANCISCO,CA,94103,1095 MARKET ST,PSH,Hotel Isabel - CoC; Hotel Isabel,2899,permanent supportive housing,sheltered,"1095 MARKET ST, SAN FRANCISCO, CA, 94103",CA-501
10950,S CENTRAL AVE,LOS ANGELES,CA,90059,10950 S CENTRAL AVE,PSH,Permanent Supportive Housing,7723,permanent supportive housing,sheltered,"10950 S CENTRAL AVE, LOS ANGELES, CA, 90059",CA-600
10975,S VERMONT AVE,LOS ANGELES,CA,90044,10975 S VERMONT AVE,ES,Emergency Shelter; Vernon House,38247,emergency shelter,unhoused,"10975 S VERMONT AVE, LOS ANGELES, CA, 90044",CA-600
11,PHELAN AVE,SAN FRANCISCO,CA,94112,11 PHELAN AVE,PSH,Balboa Reservoir,1141,permanent supportive housing,sheltered,"11 PHELAN AVE, SAN FRANCISCO, CA, 94112",CA-501
110,11TH AVE SE,OLYMPIA,WA,98501,110 11TH AVE SE,ES,IFWOne Night Stay Shelter,41482,emergency shelter,unhoused,"110 11TH AVE SE, OLYMPIA, WA, 98501",WA-501
110,2ND ST,EUREKA,CA,95501,110 2ND ST,ES,Mens Shelter; Women and Childrens Shelter,2662,emergency shelter,unhoused,"110 2ND ST, EUREKA, CA, 95501",CA-522
110,CAMINO FRANCISCO AVE,ROSEBURG,OR,97471,110 CAMINO FRANCISCO AVE,ES,UCAN-HIC-DC-Safe Haven - ES (4056) [ROCC],31229,emergency shelter,unhoused,"110 CAMINO FRANCISCO AVE, ROSEBURG, OR, 97471",OR-505
110,E CHESTNUT ST,BELLINGHAM,WA,98225,110 E CHESTNUT ST,OPH,WOCKateri Court,42927,OPH,sheltered,"110 E CHESTNUT ST, BELLINGHAM, WA, 98225",WA-501
110,LOCUST ST,REDWOOD CITY,CA,94061,110 LOCUST ST,TH,Redwood Family House,9851,transitional housing,sheltered,"110 LOCUST ST, REDWOOD CITY, CA, 94061",CA-512
110,N BONNIE AVE,PASADENA,CA,91106,110 N BONNIE AVE,TH,ILP SPA 3 2017ILP25,40013,transitional housing,sheltered,"110 N BONNIE AVE, PASADENA, CA, 91106",CA-600
110,N D ST,OXNARD,CA,93030,110 N D ST,PSH,D Street,9171,permanent supportive housing,sheltered,"110 N D ST, OXNARD, CA, 93030",CA-611
110,OAK ST,OKANOGAN,WA,98840,110 OAK ST,PSH,Pine Meadows (NP); HAOCaribou Trail Apartments (NP),41252,permanent supportive housing,sheltered,"110 OAK ST, OKANOGAN, WA, 98840",WA-501
110,S NACHES AVE,YAKIMA,WA,98901,110 S NACHES AVE,PSH,Permanent: Connections; Bright Futures,10427,permanent supportive housing,sheltered,"110 S NACHES AVE, YAKIMA, WA, 98901",WA-501; WA-507
1100,CALIFORNIA ST,EUREKA,CA,95501,1100 CALIFORNIA ST,TH; ES,Emergency Shelter; Launch Pad; THP Plus; Our House Youth Shelter,9599,mixed support,sheltered,"1100 CALIFORNIA ST, EUREKA, CA, 95501",CA-522
1100,INNOVATION WAY,SUNNYVALE,CA,94089,1100 INNOVATION WAY,ES,Sunnyvale Nightly Shelter,8527,emergency shelter,unhoused,"1100 INNOVATION WAY, SUNNYVALE, CA, 94089",CA-500
1100,LINCOLN AVE,NAPA,CA,94558,1100 LINCOLN AVE,PSH,Hartle Court,5207,permanent supportive housing,sheltered,"1100 LINCOLN AVE, NAPA, CA, 94558",CA-517
1100,OCEAN AVE,SAN FRANCISCO,CA,94112,1100 OCEAN AVE,PSH,1100 Ocean Avenue,38610; 4663,permanent supportive housing,sheltered,"1100 OCEAN AVE, SAN FRANCISCO, CA, 94112",CA-501
1100,W 62ND ST,LOS ANGELES,CA,90044,1100 W 62ND ST,TH,CES Transitional Housing SPA 5,9724,transitional housing,sheltered,"1100 W 62ND ST, LOS ANGELES, CA, 90044",CA-600
11000,LAKE CITY WAY NE,SEATTLE,WA,98125,11000 LAKE CITY WAY NE,OPH,Valor Apartments,6682; 1837,OPH,sheltered,"11000 LAKE CITY WAY NE, SEATTLE, WA, 98125",WA-500
11005,NE 68TH ST,KIRKLAND,WA,98033,11005 NE 68TH ST,TH,New Ground Kirkland,2625,transitional housing,sheltered,"11005 NE 68TH ST, KIRKLAND, WA, 98033",WA-500
1101,1ST AVE,CHULA VISTA,CA,91911,1101 1ST AVE,ES,SVdPV - ES - Bridge Shelter TAY Beds - SDHC,11692,emergency shelter,unhoused,"1101 1ST AVE, CHULA VISTA, CA, 91911",CA-601
1101,ALTURAS RD,FALLBROOK,CA,92028,1101 ALTURAS RD,PSH,Pine View Veteran (5867),1827,permanent supportive housing,sheltered,"1101 ALTURAS RD, FALLBROOK, CA, 92028",CA-601
1101,PIKE ST,SEATTLE,WA,98101,1101 PIKE ST,TH; RRH; SH; ES; OPH,GPD - Veterans Low Demand; Pike Street Shelter - CoS HSD; Pike Street; Pike Street Shelter - Cascade; Pike Street Shelter - Emergency; Hickman House - JC-TH; Bridges to Housing; Pike Street Shelter - Farestart; Pike Street - City of Seattle MODVSA - CSE Beds,9732,mixed support,sheltered,"1101 PIKE ST, SEATTLE, WA, 98101",WA-500
1101,W VERDUGO AVE,BURBANK,CA,91506,1101 W VERDUGO AVE,PSH,Burbank; Burbank Veteran Bungalows,11087; 41978,permanent supportive housing,sheltered,"1101 W VERDUGO AVE, BURBANK, CA, 91506",CA-600
1102,HICKORY ST,ROSEVILLE,CA,95678,1102 HICKORY ST,PSH,Supportive Housing; Hickory,7062,permanent supportive housing,sheltered,"1102 HICKORY ST, ROSEVILLE, CA, 95678",CA-515
1102,W 5TH PL,THE DALLES,OR,97058,1102 W 5TH PL,PSH,WINGS - Cherry Blossom - PSH - SHELTERPOINT(4706) [ROCC],30983,permanent supportive housing,sheltered,"1102 W 5TH PL, THE DALLES, OR, 97058",OR-505
1103,S COLUMBUS AVE,GOLDENDALE,WA,98620,1103 S COLUMBUS AVE,ES,GPDES Voucher (LSA),3052,emergency shelter,unhoused,"1103 S COLUMBUS AVE, GOLDENDALE, WA, 98620",WA-501
11032,LAKE CITY WAY NE,SEATTLE,WA,98125,11032 LAKE CITY WAY NE,TH,Meadowbrook View; Meadowbrook View Apartments,4227,transitional housing,sheltered,"11032 LAKE CITY WAY NE, SEATTLE, WA, 98125",WA-500
1104,W MCGILL ST,COVINA,CA,91722,1104 W MCGILL ST,TH,McGill Transitional House,11089,transitional housing,sheltered,"1104 W MCGILL ST, COVINA, CA, 91722",CA-600
1104,WASHINGTON AVE,SANTA MONICA,CA,90403,1104 WASHINGTON AVE,OPH; TH; RRH; ES,HACLA Section8 Homeless Program; UBH First5 Rental Assistance RRH Round2; CA0518 Family Place Transitional SHP; Homeless Section 8 Voucher Program (HACLA); UBH FSC Crisis Housing SPA 5; South Los Angeles Rapid Re-Housing; COC Rapid Re-Housing Families,10185,mixed support,sheltered,"1104 WASHINGTON AVE, SANTA MONICA, CA, 90403",CA-600
11046,VALLEY MALL,EL MONTE,CA,91731,11046 VALLEY MALL,ES,FSC Emergency Shelter,,emergency shelter,unhoused,"11046 VALLEY MALL, EL MONTE, CA, 91731",CA-600
1105,E DIVISADERO ST,FRESNO,CA,93721,1105 E DIVISADERO ST,TH,TLC 3,2620,transitional housing,sheltered,"1105 E DIVISADERO ST, FRESNO, CA, 93721",CA-514
1105,PERRY AVE,BREMERTON,WA,98310,1105 PERRY AVE,OPH,KHCShared Housing,44229,OPH,sheltered,"1105 PERRY AVE, BREMERTON, WA, 98310",WA-501
1106,HATHAWAY ST,YAKIMA,WA,98902,1106 HATHAWAY ST,ES,OCCBentonCRC,41186,emergency shelter,unhoused,"1106 HATHAWAY ST, YAKIMA, WA, 98902",WA-501
1106,N EL DORADO ST,STOCKTON,CA,95202,1106 N EL DORADO ST,RRH,VetFam; SSVF - Veterans Housing; SSVF CCD RRH,30199; 32000,rapid rehousing,sheltered,"1106 N EL DORADO ST, STOCKTON, CA, 95202",CA-511; CA-510
